Age,Attrition,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,EmployeeSalary,EmployeeRevenue,PercentSalaryHike,PerformanceRating,StandardHours,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age<=25,Age>=55,ROI
30,No,Research & Development,1,Undergraduate,Medical,57,Satisfied,Female,Junior,Laboratory Technician,Very Satisfied,Single,4011,10781,23,4,40,2,3,12,False,False,1078000.0
41,Yes,Research & Development,12,Postgraduate,Technical Degree,58,Neutral,Female,Executive,Research Director,Satisfied,Married,19545,16280,12,3,40,0,3,22,False,False,1627900.0
34,No,Sales,23,Professional Certification,Marketing,60,Neutral,Male,Junior,Sales Executive,Satisfied,Single,4568,10034,20,4,40,2,3,9,False,False,1003300.0
37,No,Research & Development,19,Undergraduate,Life Sciences,61,Neutral,Male,Entry-Level,Research Scientist,Neutral,Married,3022,10227,21,4,40,1,3,1,False,False,1022600.0
46,No,Sales,5,Professional Certification,Marketing,62,Dissatisfied,Male,Junior,Sales Executive,Very Satisfied,Single,5772,20445,21,4,40,4,3,9,False,False,2044400.0
35,No,Research & Development,8,High School,Life Sciences,63,Very Satisfied,Male,Entry-Level,Laboratory Technician,Very Satisfied,Married,2269,4892,19,3,40,2,3,1,False,False,489100.0
48,Yes,Research & Development,1,Undergraduate,Life Sciences,64,Dissatisfied,Male,Mid-level,Laboratory Technician,Satisfied,Single,5381,19294,13,3,40,2,3,1,False,False,1929300.0
28,Yes,Research & Development,5,Professional Certification,Technical Degree,65,Satisfied,Male,Entry-Level,Laboratory Technician,Satisfied,Single,3441,11179,13,3,40,3,2,2,False,False,1117800.0
44,No,Sales,1,Other,Marketing,68,Neutral,Female,Junior,Sales Executive,Dissatisfied,Divorced,5454,4009,21,4,40,2,2,4,False,False,400800.0
35,No,Research & Development,11,Undergraduate,Medical,70,Satisfied,Male,Mid-level,Healthcare Representative,Dissatisfied,Married,9884,8302,13,3,40,3,3,4,False,False,830100.0
26,No,Sales,23,Postgraduate,Marketing,72,Satisfied,Female,Junior,Sales Executive,Very Satisfied,Married,4157,21436,19,3,40,2,2,2,False,False,2143500.0
33,No,Research & Development,1,Undergraduate,Life Sciences,73,Dissatisfied,Female,Mid-level,Research Director,Very Satisfied,Single,13458,15146,12,3,40,1,3,15,False,False,1514500.0
35,No,Sales,18,Other,Life Sciences,74,Neutral,Male,Mid-level,Sales Executive,Dissatisfied,Married,9069,11031,22,4,40,3,2,9,False,False,1103000.0
35,No,Research & Development,23,Professional Certification,Medical,75,Satisfied,Female,Entry-Level,Laboratory Technician,Dissatisfied,Married,4014,16002,15,3,40,3,3,2,False,False,1600100.0
31,No,Research & Development,7,Professional Certification,Life Sciences,76,Very Satisfied,Male,Junior,Laboratory Technician,Very Satisfied,Divorced,5915,9528,22,4,40,3,2,7,False,False,952700.0
37,No,Research & Development,1,Professional Certification,Life Sciences,77,Dissatisfied,Male,Junior,Manufacturing Director,Satisfied,Divorced,5993,2689,18,3,40,2,4,7,False,False,268800.0
32,No,Research & Development,1,Postgraduate,Medical,78,Dissatisfied,Male,Junior,Manufacturing Director,Very Satisfied,Married,6162,10877,22,4,40,3,3,9,False,False,1087600.0
38,No,Research & Development,29,Other,Life Sciences,79,Very Satisfied,Female,Junior,Laboratory Technician,Very Satisfied,Single,2406,5456,11,3,40,2,3,10,False,False,545500.0
50,No,Research & Development,7,Undergraduate,Medical,80,Neutral,Female,Executive,Research Director,Satisfied,Divorced,18740,16701,12,3,40,2,2,27,False,False,1670000.0
59,No,Sales,25,Postgraduate,Life Sciences,81,Dissatisfied,Female,Mid-level,Sales Executive,Dissatisfied,Single,7637,2354,11,3,40,3,2,21,False,True,235300.0
36,No,Research & Development,8,Postgraduate,Technical Degree,83,Satisfied,Female,Mid-level,Healthcare Representative,Satisfied,Divorced,10096,8202,13,3,40,2,3,17,False,False,820100.0
55,No,Research & Development,8,Postgraduate,Medical,84,Very Satisfied,Female,Senior,Manager,Satisfied,Divorced,14756,19730,14,3,40,2,3,5,False,True,1972900.0
36,No,Research & Development,11,Postgraduate,Life Sciences,85,Neutral,Male,Junior,Manufacturing Director,Neutral,Single,6499,22656,13,3,40,3,3,6,False,False,2265500.0
45,No,Research & Development,7,Postgraduate,Life Sciences,86,Neutral,Male,Mid-level,Research Scientist,Dissatisfied,Divorced,9724,18787,17,3,40,2,3,1,False,False,1878600.0
35,No,Research & Development,1,Postgraduate,Medical,88,Neutral,Male,Entry-Level,Research Scientist,Dissatisfied,Married,2194,5868,13,3,40,2,2,3,False,False,586700.0
36,Yes,Research & Development,9,Postgraduate,Medical,90,Very Satisfied,Male,Entry-Level,Research Scientist,Satisfied,Married,3388,21777,17,3,40,0,2,1,False,False,2177600.0
59,No,Sales,1,High School,Life Sciences,91,Dissatisfied,Female,Junior,Sales Executive,Satisfied,Single,5473,24668,11,3,40,2,2,4,False,True,2466700.0
29,No,Research & Development,2,Postgraduate,Life Sciences,94,Satisfied,Male,Entry-Level,Research Scientist,Neutral,Married,2703,4956,23,4,40,3,3,5,False,False,495500.0
31,No,Research & Development,1,Professional Certification,Medical,95,Satisfied,Male,Entry-Level,Research Scientist,Neutral,Single,2501,18775,17,3,40,4,3,1,False,False,1877400.0
32,No,Research & Development,1,Postgraduate,Life Sciences,96,Neutral,Male,Junior,Research Scientist,Neutral,Married,6220,7346,17,3,40,3,3,10,False,False,734500.0
36,No,Research & Development,6,Postgraduate,Life Sciences,97,Neutral,Female,Entry-Level,Laboratory Technician,Very Satisfied,Married,3038,22002,12,3,40,3,3,1,False,False,2200100.0
31,No,Research & Development,8,Professional Certification,Life Sciences,98,Satisfied,Female,Junior,Manufacturing Director,Very Satisfied,Single,4424,20682,23,4,40,2,3,11,False,False,2068100.0
35,No,Sales,1,Professional Certification,Marketing,100,Satisfied,Male,Junior,Sales Executive,Dissatisfied,Single,4312,23016,14,3,40,2,3,15,False,False,2301500.0
45,No,Research & Development,6,Professional Certification,Other,101,Very Satisfied,Male,Mid-level,Research Director,Dissatisfied,Married,13245,15067,14,3,40,3,4,0,False,False,1506600.0
37,No,Research & Development,7,Professional Certification,Medical,102,Dissatisfied,Male,Mid-level,Research Director,Satisfied,Single,13664,25258,13,3,40,3,4,5,False,False,2525700.0
46,No,Human Resources,5,Undergraduate,Medical,103,Neutral,Male,Junior,Human Resources,Neutral,Divorced,5021,10425,22,4,40,2,3,4,False,False,1042400.0
30,No,Research & Development,1,High School,Life Sciences,104,Very Satisfied,Male,Junior,Laboratory Technician,Very Satisfied,Married,5126,15998,12,3,40,1,2,10,False,False,1599700.0
35,No,Research & Development,1,Postgraduate,Medical,105,Neutral,Male,Entry-Level,Research Scientist,Satisfied,Single,2859,26278,18,3,40,3,3,6,False,False,2627700.0
55,No,Sales,1,Undergraduate,Life Sciences,106,Dissatisfied,Male,Mid-level,Sales Executive,Very Satisfied,Married,10239,18092,14,3,40,4,3,1,False,True,1809100.0
38,No,Research & Development,6,Postgraduate,Medical,107,Neutral,Female,Junior,Research Scientist,Very Satisfied,Divorced,5329,15717,12,3,40,3,3,13,False,False,1571600.0
34,No,Research & Development,1,Undergraduate,Medical,110,Dissatisfied,Male,Junior,Manufacturing Director,Neutral,Married,4325,17736,15,3,40,2,3,5,False,False,1773500.0
56,No,Research & Development,7,Postgraduate,Life Sciences,112,Very Satisfied,Male,Mid-level,Manufacturing Director,Very Satisfied,Single,7260,21698,11,3,40,3,2,6,False,True,2169700.0
23,No,Sales,2,High School,Technical Degree,113,Satisfied,Male,Entry-Level,Sales Representative,Dissatisfied,Divorced,2322,9518,13,3,40,3,3,0,True,False,951700.0
51,No,Research & Development,9,Professional Certification,Life Sciences,116,Very Satisfied,Male,Entry-Level,Laboratory Technician,Very Satisfied,Married,2075,18725,23,4,40,4,3,4,False,False,1872400.0
30,No,Research & Development,2,Postgraduate,Life Sciences,117,Satisfied,Male,Junior,Healthcare Representative,Very Satisfied,Married,4152,15830,19,3,40,3,3,11,False,False,1582900.0
46,Yes,Sales,9,Undergraduate,Medical,118,Satisfied,Male,Mid-level,Sales Executive,Very Satisfied,Single,9619,13596,16,3,40,3,3,9,False,False,1359500.0
40,No,Research & Development,1,Professional Certification,Life Sciences,119,Satisfied,Male,Senior,Healthcare Representative,Neutral,Married,13503,14115,22,4,40,3,2,22,False,False,1411400.0
51,No,Sales,21,Professional Certification,Marketing,120,Satisfied,Male,Junior,Sales Executive,Very Satisfied,Single,5441,8423,22,4,40,2,1,10,False,False,842200.0
30,No,Sales,4,Undergraduate,Medical,121,Satisfied,Female,Junior,Sales Executive,Neutral,Divorced,5209,19760,12,3,40,4,2,11,False,False,1975900.0
46,No,Research & Development,1,Postgraduate,Medical,124,Satisfied,Male,Mid-level,Healthcare Representative,Dissatisfied,Married,10673,3142,13,3,40,5,2,10,False,False,314100.0
32,No,Sales,6,Professional Certification,Medical,125,Neutral,Male,Junior,Sales Executive,Satisfied,Single,5010,24301,16,3,40,0,3,11,False,False,2430000.0
54,No,Research & Development,2,Professional Certification,Technical Degree,126,Dissatisfied,Female,Mid-level,Research Director,Satisfied,Married,13549,24001,12,3,40,5,1,4,False,False,2400000.0
24,No,Sales,3,Undergraduate,Other,128,Dissatisfied,Female,Junior,Sales Executive,Satisfied,Married,4999,17519,21,4,40,2,2,3,True,False,1751800.0
28,No,Sales,4,Postgraduate,Medical,129,Neutral,Male,Junior,Sales Executive,Satisfied,Married,4221,8863,15,3,40,3,4,5,False,False,886200.0
58,No,Sales,10,Professional Certification,Medical,131,Very Satisfied,Male,Senior,Sales Executive,Satisfied,Single,13872,24409,13,3,40,1,2,37,False,True,2440800.0
44,No,Research & Development,23,Postgraduate,Medical,132,Neutral,Male,Junior,Laboratory Technician,Neutral,Married,2042,25043,12,3,40,3,4,3,False,False,2504200.0
37,Yes,Human Resources,6,Professional Certification,Human Resources,133,Satisfied,Male,Entry-Level,Human Resources,Dissatisfied,Divorced,2073,23648,22,4,40,3,3,3,False,False,2364700.0
32,No,Research & Development,1,High School,Life Sciences,134,Very Satisfied,Male,Entry-Level,Research Scientist,Dissatisfied,Single,2956,15178,13,3,40,2,3,1,False,False,1517700.0
20,Yes,Research & Development,6,Postgraduate,Life Sciences,137,Very Satisfied,Female,Entry-Level,Laboratory Technician,Very Satisfied,Single,2926,19783,18,3,40,5,3,1,True,False,1978200.0
34,No,Research & Development,6,Professional Certification,Other,138,Dissatisfied,Female,Junior,Research Scientist,Satisfied,Single,4809,12482,14,3,40,3,3,16,False,False,1248100.0
37,No,Research & Development,2,Undergraduate,Life Sciences,139,Satisfied,Male,Junior,Healthcare Representative,Very Satisfied,Divorced,5163,15850,14,3,40,2,4,1,False,False,1584900.0
59,No,Human Resources,2,Professional Certification,Human Resources,140,Satisfied,Female,Executive,Manager,Very Satisfied,Married,18844,21922,21,4,40,3,3,3,False,True,2192100.0
50,No,Research & Development,1,Postgraduate,Life Sciences,141,Dissatisfied,Female,Executive,Research Director,Neutral,Married,18172,9755,19,3,40,1,2,8,False,False,975400.0
25,Yes,Sales,5,Postgraduate,Marketing,142,Satisfied,Male,Junior,Sales Executive,Satisfied,Single,5744,26959,11,3,40,1,3,6,True,False,2695800.0
25,No,Research & Development,7,High School,Medical,143,Very Satisfied,Male,Entry-Level,Research Scientist,Very Satisfied,Married,2889,26897,11,3,40,2,3,2,True,False,2689600.0
22,No,Research & Development,15,Postgraduate,Medical,144,Neutral,Female,Entry-Level,Laboratory Technician,Very Satisfied,Single,2871,23785,15,3,40,5,3,0,True,False,2378400.0
51,No,Research & Development,1,Professional Certification,Medical,145,Dissatisfied,Female,Mid-level,Healthcare Representative,Dissatisfied,Single,7484,25796,20,4,40,1,2,13,False,False,2579500.0
34,Yes,Research & Development,7,Postgraduate,Life Sciences,147,Dissatisfied,Male,Junior,Laboratory Technician,Satisfied,Single,6074,22887,24,4,40,3,3,9,False,False,2288600.0
54,No,Human Resources,26,Postgraduate,Human Resources,148,Very Satisfied,Female,Senior,Manager,Very Satisfied,Single,17328,13871,12,3,40,3,3,5,False,False,1387000.0
24,No,Research & Development,18,High School,Life Sciences,150,Neutral,Male,Entry-Level,Laboratory Technician,Satisfied,Married,2774,13257,12,3,40,2,3,5,True,False,1325600.0
34,No,Research & Development,6,Professional Certification,Life Sciences,151,Satisfied,Female,Junior,Research Scientist,Neutral,Divorced,4505,15000,15,3,40,3,3,1,False,False,1499900.0
37,No,Sales,3,Postgraduate,Life Sciences,152,Satisfied,Male,Mid-level,Sales Executive,Very Satisfied,Single,7428,14506,12,3,40,3,3,5,False,False,1450500.0
34,No,Research & Development,5,Postgraduate,Medical,153,Satisfied,Female,Mid-level,Manager,Dissatisfied,Single,11631,5615,12,3,40,6,3,11,False,False,561400.0
36,No,Sales,11,Undergraduate,Technical Degree,154,Neutral,Female,Mid-level,Sales Executive,Very Satisfied,Married,9738,22952,14,3,40,6,3,9,False,False,2295100.0
36,No,Research & Development,3,Undergraduate,Life Sciences,155,Dissatisfied,Female,Entry-Level,Laboratory Technician,Very Satisfied,Divorced,2835,2561,22,4,40,2,3,1,False,False,256000.0
43,No,Sales,26,Undergraduate,Life Sciences,158,Satisfied,Male,Senior,Manager,Very Satisfied,Married,16959,19494,12,3,40,3,4,25,False,False,1949300.0
30,No,Research & Development,23,Postgraduate,Life Sciences,159,Dissatisfied,Male,Entry-Level,Research Scientist,Satisfied,Divorced,2613,22310,25,4,40,2,2,10,False,False,2230900.0
33,No,Sales,22,Undergraduate,Marketing,160,Satisfied,Male,Junior,Sales Executive,Neutral,Married,6146,15480,13,3,40,2,4,7,False,False,1547900.0
56,Yes,Research & Development,14,Professional Certification,Life Sciences,161,Neutral,Female,Entry-Level,Research Scientist,Neutral,Married,4963,4510,18,3,40,2,3,5,False,True,450900.0
51,No,Research & Development,6,Postgraduate,Life Sciences,162,Dissatisfied,Male,Executive,Research Director,Satisfied,Single,19537,6462,13,3,40,5,3,20,False,False,646100.0
31,Yes,Sales,6,Professional Certification,Life Sciences,163,Neutral,Male,Junior,Sales Executive,Satisfied,Married,6172,20739,18,3,40,3,2,7,False,False,2073800.0
26,No,Research & Development,6,Postgraduate,Other,164,Satisfied,Female,Entry-Level,Research Scientist,Neutral,Married,2368,23300,19,3,40,3,2,5,False,False,2329900.0
58,Yes,Research & Development,23,Professional Certification,Medical,165,Very Satisfied,Female,Mid-level,Healthcare Representative,Very Satisfied,Married,10312,3465,12,3,40,3,2,40,False,True,346400.0
19,Yes,Sales,22,High School,Marketing,167,Very Satisfied,Male,Entry-Level,Sales Representative,Satisfied,Single,1675,26820,19,3,40,2,2,0,True,False,2681900.0
22,No,Research & Development,2,High School,Technical Degree,169,Satisfied,Male,Entry-Level,Laboratory Technician,Very Satisfied,Married,2523,19299,14,3,40,2,3,2,True,False,1929800.0
49,No,Research & Development,20,Professional Certification,Medical,170,Satisfied,Female,Junior,Manufacturing Director,Dissatisfied,Married,6567,5549,14,3,40,2,2,15,False,False,554800.0
43,No,Research & Development,28,Postgraduate,Medical,171,Neutral,Female,Entry-Level,Research Scientist,Satisfied,Single,4739,16090,12,3,40,2,3,3,False,False,1608900.0
50,No,Sales,12,Postgraduate,Marketing,174,Satisfied,Female,Mid-level,Sales Executive,Very Satisfied,Single,9208,6645,11,3,40,3,3,2,False,False,664400.0
31,Yes,Sales,20,Postgraduate,Life Sciences,175,Neutral,Female,Junior,Sales Executive,Satisfied,Married,4559,24788,11,3,40,2,3,2,False,False,2478700.0
41,No,Sales,9,High School,Life Sciences,176,Satisfied,Male,Mid-level,Sales Executive,Satisfied,Divorced,8189,21196,13,3,40,2,3,9,False,False,2119500.0
26,No,Human Resources,25,High School,Life Sciences,177,Satisfied,Female,Entry-Level,Human Resources,Satisfied,Married,2942,8916,23,4,40,3,3,8,False,False,891500.0
36,No,Research & Development,6,Undergraduate,Medical,178,Neutral,Male,Junior,Manufacturing Director,Neutral,Divorced,4941,2819,20,4,40,0,3,3,False,False,281800.0
51,Yes,Research & Development,8,Professional Certification,Life Sciences,179,Dissatisfied,Male,Mid-level,Manufacturing Director,Very Satisfied,Single,10650,25150,15,3,40,2,3,4,False,False,2514900.0
39,No,Sales,4,Professional Certification,Life Sciences,182,Very Satisfied,Female,Junior,Sales Executive,Satisfied,Married,5902,14590,14,3,40,1,4,15,False,False,1458900.0
25,No,Sales,28,Postgraduate,Life Sciences,183,Dissatisfied,Male,Junior,Sales Executive,Satisfied,Married,8639,24835,18,3,40,3,3,2,True,False,2483400.0
30,No,Human Resources,9,Postgraduate,Human Resources,184,Satisfied,Male,Junior,Human Resources,Very Satisfied,Married,6347,13982,19,3,40,2,1,11,False,False,1398100.0
32,Yes,Research & Development,9,Postgraduate,Medical,190,Dissatisfied,Female,Entry-Level,Laboratory Technician,Dissatisfied,Single,4200,10224,22,4,40,2,4,5,False,False,1022300.0
45,No,Research & Development,29,Postgraduate,Medical,192,Satisfied,Male,Entry-Level,Research Scientist,Very Satisfied,Single,3452,9752,13,3,40,2,2,6,False,False,975100.0
38,No,Research & Development,3,Other,Technical Degree,193,Very Satisfied,Female,Junior,Research Scientist,Satisfied,Single,4317,2302,20,4,40,2,3,3,False,False,230100.0
30,No,Research & Development,18,Postgraduate,Life Sciences,194,Dissatisfied,Female,Entry-Level,Research Scientist,Satisfied,Single,2632,23910,14,3,40,4,2,5,False,False,2390900.0
32,No,Sales,9,Undergraduate,Medical,195,Very Satisfied,Male,Junior,Sales Executive,Very Satisfied,Divorced,4668,22812,17,3,40,2,4,8,False,False,2281100.0
30,No,Research & Development,5,Postgraduate,Technical Degree,197,Very Satisfied,Female,Entry-Level,Research Scientist,Dissatisfied,Divorced,3204,10415,14,3,40,3,3,3,False,False,1041400.0
30,No,Research & Development,2,High School,Medical,198,Neutral,Male,Entry-Level,Laboratory Technician,Very Satisfied,Single,2720,11162,13,3,40,3,3,5,False,False,1116100.0
41,No,Research & Development,10,Postgraduate,Life Sciences,199,Very Satisfied,Male,Senior,Manager,Dissatisfied,Divorced,17181,12888,13,3,40,2,2,7,False,False,1288700.0
41,No,Research & Development,9,Professional Certification,Life Sciences,200,Satisfied,Male,Entry-Level,Laboratory Technician,Dissatisfied,Married,2238,6961,21,4,40,2,3,5,False,False,696000.0
19,No,Research & Development,3,High School,Medical,201,Neutral,Female,Entry-Level,Laboratory Technician,Neutral,Single,1483,16102,14,3,40,3,3,1,True,False,1610100.0
40,No,Research & Development,26,Postgraduate,Medical,202,Neutral,Female,Junior,Research Scientist,Neutral,Divorced,5605,8504,11,3,40,2,3,20,False,False,850300.0
35,No,Sales,1,Other,Marketing,204,Satisfied,Male,Mid-level,Sales Executive,Neutral,Married,7295,11439,13,3,40,3,3,10,False,False,1143800.0
53,No,Sales,6,Undergraduate,Marketing,205,Neutral,Male,Junior,Sales Representative,Satisfied,Married,2306,16047,20,4,40,3,1,7,False,False,1604600.0
45,No,Research & Development,9,Postgraduate,Life Sciences,206,Neutral,Male,Junior,Laboratory Technician,Neutral,Divorced,2348,10901,18,3,40,2,1,17,False,False,1090000.0
32,No,Sales,8,Postgraduate,Marketing,207,Neutral,Female,Mid-level,Sales Executive,Very Satisfied,Single,8998,15589,14,3,40,2,3,9,False,False,1558800.0
29,No,Research & Development,1,High School,Technical Degree,208,Very Satisfied,Male,Junior,Manufacturing Director,Satisfied,Married,4319,26283,13,3,40,1,3,10,False,False,2628200.0
51,No,Research & Development,7,Professional Certification,Medical,211,Neutral,Male,Junior,Manufacturing Director,Satisfied,Married,6132,13983,17,3,40,2,3,1,False,False,1398200.0
58,No,Research & Development,9,Postgraduate,Medical,214,Neutral,Female,Entry-Level,Research Scientist,Neutral,Married,3346,11873,20,4,40,3,2,1,False,True,1187200.0
